item_id,name,rarity,purpose,category,effect_summary,value_sell_price,is_consumable,is_material,is_legacy,is_reserved_future,normal_drop_allowed,boss_drop_allowed,raid_drop_allowed,source_summary,progression_tier,estimated_rate_per_100,risk,notes
wpn_prayer_rod,祈りの短杖,N,playable_gear,equipment,祈りの短杖の武器,50,NO,NO,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 星屑の草道(start_starfield); 古い訓練場(start_starfield); 古道の荷車跡(old_road_village); 朽ちた旅籠(old_road_village); 盗賊の抜け道(old_road_village); 薄明の海岸(twilight_port); 灯台下の岩場(twilight_port); 沈没船の甲板(twilight_port); 白銀坑道(silver_mine); 旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 霧深き獣道(mist_forest); 毒蔦の小径(mist_forest); 古樹の根元(mist_forest); 雨音の路地(rain_ruins); 水没した家屋(rain_ruins); 朽ちた井戸(rain_ruins); 月下図書館・禁書区画(moon_library); 紙魚の回廊(moon_library); 記録端末室(moon_library); 忘却の地下路(forgotten_market); 黒市の裏通り(forgotten_market); 呪具置き場(forgotten_market); 砂時計の廃路(hourglass_city); 時紋の市場跡(hourglass_city); 喪失者の広場(hourglass_city); 灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 王都地下牢(ash_capital); 竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 硝子沼(glass_marsh); 割れた水面(glass_marsh); 沼底の参道(glass_marsh); 赤灰の外壁(red_ash_fort); 焼けた兵舎(red_ash_fort); 砦地下倉庫(red_ash_fort); 深層炉入口(deep_furnace_outpost); 炉心監視塔(deep_furnace_outpost); 機工整備場(deep_furnace_outpost); 星落ちの観測台(starfall_observatory); 砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory); ヴァルハラ外郭(valhalla_fortress); 機械兵格納庫(valhalla_fortress); 空塞昇降路(valhalla_fortress),early,0.48/100 trace,low,
wpn_rain_bow,雨濡れの弓,N,playable_gear,equipment,雨濡れの弓の武器,50,NO,NO,NO,NO,YES,NO,NO,沈没船の甲板(twilight_port); 雨音の路地(rain_ruins),early,0.54/100 trace,low,
wpn_red_ash_axe,赤灰の斧,R,playable_gear,equipment,赤灰の斧の武器,50,NO,NO,NO,NO,YES,NO,NO,呪具置き場(forgotten_market); 焼けた兵舎(red_ash_fort),mid,1.3/100 low,low,
wpn_red_ash_axe_sr,赤灰の戦斧,SR,playable_gear,equipment,赤灰の戦斧の武器,50,NO,NO,NO,NO,YES,NO,NO,赤灰の外壁(red_ash_fort); 焼けた兵舎(red_ash_fort); 砦地下倉庫(red_ash_fort); 炎の訓練場(red_ash_fort),late_mid,0.51/100 trace,low,
wpn_rust_dagger,錆びた短剣,N,playable_gear,equipment,錆びた短剣の武器,50,NO,NO,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 星屑の草道(start_starfield); 古い訓練場(start_starfield); 古道の荷車跡(old_road_village); 朽ちた旅籠(old_road_village); 盗賊の抜け道(old_road_village); 薄明の海岸(twilight_port); 灯台下の岩場(twilight_port); 沈没船の甲板(twilight_port); 白銀坑道(silver_mine); 旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 霧深き獣道(mist_forest); 毒蔦の小径(mist_forest); 古樹の根元(mist_forest); 雨音の路地(rain_ruins); 水没した家屋(rain_ruins); 朽ちた井戸(rain_ruins); 月下図書館・禁書区画(moon_library); 紙魚の回廊(moon_library); 記録端末室(moon_library); 忘却の地下路(forgotten_market); 黒市の裏通り(forgotten_market); 呪具置き場(forgotten_market); 砂時計の廃路(hourglass_city); 時紋の市場跡(hourglass_city); 喪失者の広場(hourglass_city); 灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 王都地下牢(ash_capital); 竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 硝子沼(glass_marsh); 割れた水面(glass_marsh); 沼底の参道(glass_marsh); 赤灰の外壁(red_ash_fort); 焼けた兵舎(red_ash_fort); 砦地下倉庫(red_ash_fort); 深層炉入口(deep_furnace_outpost); 炉心監視塔(deep_furnace_outpost); 機工整備場(deep_furnace_outpost); 星落ちの観測台(starfall_observatory); 砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory); ヴァルハラ外郭(valhalla_fortress); 機械兵格納庫(valhalla_fortress); 空塞昇降路(valhalla_fortress),early,0.48/100 trace,low,
wpn_silence_seal,沈黙の聖印,R,playable_gear,equipment,沈黙の聖印の武器,50,NO,NO,NO,NO,YES,NO,NO,懺悔室(silent_monastery),late_mid,1.3/100 low,low,
wpn_silence_seal_sr,沈黙の聖印,SR,playable_gear,equipment,沈黙の聖印の武器,50,NO,NO,NO,NO,YES,NO,NO,懺悔室(silent_monastery); 祈りの間(silent_monastery); 聖水工房跡(silent_monastery); 無言の巡礼路(silent_monastery),late_mid,0.52/100 trace,low,
wpn_silver_hammer,白銀の槌,R,playable_gear,equipment,白銀の槌の武器,50,NO,NO,NO,NO,YES,NO,NO,白銀坑道(silver_mine),early,1.4/100 low,low,
wpn_sky_bow_fress,空塞弓フレス,UR,playable_gear,equipment,空塞弓フレスの武器,50,NO,NO,NO,NO,YES,YES,YES,空塞昇降路(valhalla_fortress),raid,0.05/100 trace,high,
wpn_src_bind,Src: 繋ぎ糸,Src,playable_gear,equipment,Src: 繋ぎ糸 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_black_fox,Src: 黒狐刃,Src,playable_gear,equipment,Src: 黒狐刃 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_deep,Src: 深層砲,Src,playable_gear,equipment,Src: 深層砲 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_echo,Src: 残響弓,Src,playable_gear,equipment,Src: 残響弓 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_lamp,Src: 灯火杖,Src,playable_gear,equipment,Src: 灯火杖 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_mirror,Src: 灰鏡刀,Src,playable_gear,equipment,Src: 灰鏡刀 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_mist_lantern,Src: 霧灯星杖,Src,playable_gear,equipment,Src: 霧灯星杖 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_old_shield,Src: 古王盾,Src,playable_gear,equipment,Src: 古王盾 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_silence,Src: 静寂聖印,Src,playable_gear,equipment,Src: 静寂聖印 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_silver,Src: 白銀槌,Src,playable_gear,equipment,Src: 白銀槌 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_star_scar,Src: 星痕槍,Src,playable_gear,equipment,Src: 星痕槍 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_tuner,Src: 調律器,Src,playable_gear,equipment,Src: 調律器 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_src_twilight,Src: 黄昏剣,Src,playable_gear,equipment,Src: 黄昏剣 — 伝承武器,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_starfall_judge,星落ちの裁杖,UR,playable_gear,equipment,星落ちの裁杖の武器,50,NO,NO,NO,NO,YES,YES,YES,砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory),raid,0.05/100 trace,high,
wpn_starfall_spear,星落ちの槍,SR,playable_gear,equipment,星落ちの槍の武器,50,NO,NO,NO,NO,YES,NO,NO,逆さ時計塔(hourglass_city),late_mid,0.54/100 trace,low,
wpn_starfield_sword,星原の剣,R,playable_gear,equipment,星原の剣の武器,50,NO,NO,NO,NO,YES,NO,NO,星屑の草道(start_starfield),early,1.4/100 low,low,
wpn_training_hammer,訓練用槌,N,playable_gear,equipment,重騎士の訓練用槌。,50,NO,NO,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 星屑の草道(start_starfield); 古い訓練場(start_starfield); 古道の荷車跡(old_road_village); 朽ちた旅籠(old_road_village); 盗賊の抜け道(old_road_village); 薄明の海岸(twilight_port); 灯台下の岩場(twilight_port); 沈没船の甲板(twilight_port); 白銀坑道(silver_mine); 旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 霧深き獣道(mist_forest); 毒蔦の小径(mist_forest); 古樹の根元(mist_forest); 雨音の路地(rain_ruins); 水没した家屋(rain_ruins); 朽ちた井戸(rain_ruins); 月下図書館・禁書区画(moon_library); 紙魚の回廊(moon_library); 記録端末室(moon_library); 忘却の地下路(forgotten_market); 黒市の裏通り(forgotten_market); 呪具置き場(forgotten_market); 砂時計の廃路(hourglass_city); 時紋の市場跡(hourglass_city); 喪失者の広場(hourglass_city); 灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 王都地下牢(ash_capital); 竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 硝子沼(glass_marsh); 割れた水面(glass_marsh); 沼底の参道(glass_marsh); 赤灰の外壁(red_ash_fort); 焼けた兵舎(red_ash_fort); 砦地下倉庫(red_ash_fort); 深層炉入口(deep_furnace_outpost); 炉心監視塔(deep_furnace_outpost); 機工整備場(deep_furnace_outpost); 星落ちの観測台(starfall_observatory); 砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory); ヴァルハラ外郭(valhalla_fortress); 機械兵格納庫(valhalla_fortress); 空塞昇降路(valhalla_fortress),early,0.48/100 trace,low,
wpn_training_shield,訓練用大盾,N,playable_gear,equipment,訓練用大盾の武器,50,NO,NO,NO,NO,YES,NO,NO,壊れた祠(start_starfield),early,0.54/100 trace,low,
wpn_traveler_sword,旅人の剣,N,playable_gear,equipment,旅人の剣の武器,50,NO,NO,NO,NO,YES,NO,NO,星原の外れ(start_starfield); 星屑の草道(start_starfield); 古い訓練場(start_starfield); 古道の荷車跡(old_road_village); 朽ちた旅籠(old_road_village); 盗賊の抜け道(old_road_village); 薄明の海岸(twilight_port); 灯台下の岩場(twilight_port); 沈没船の甲板(twilight_port); 白銀坑道(silver_mine); 旧採掘路(silver_mine); 結晶の縦穴(silver_mine); 霧深き獣道(mist_forest); 毒蔦の小径(mist_forest); 古樹の根元(mist_forest); 雨音の路地(rain_ruins); 水没した家屋(rain_ruins); 朽ちた井戸(rain_ruins); 月下図書館・禁書区画(moon_library); 紙魚の回廊(moon_library); 記録端末室(moon_library); 忘却の地下路(forgotten_market); 黒市の裏通り(forgotten_market); 呪具置き場(forgotten_market); 砂時計の廃路(hourglass_city); 時紋の市場跡(hourglass_city); 喪失者の広場(hourglass_city); 灰冠の王都地下(ash_capital); 旧統治軍詰所(ash_capital); 王都地下牢(ash_capital); 竜骨の峡谷(dragonbone_valley); 大骨市場跡(dragonbone_valley); 竜鳴きの崖(dragonbone_valley); 沈黙の回廊(silent_monastery); 懺悔室(silent_monastery); 祈りの間(silent_monastery); 硝子沼(glass_marsh); 割れた水面(glass_marsh); 沼底の参道(glass_marsh); 赤灰の外壁(red_ash_fort); 焼けた兵舎(red_ash_fort); 砦地下倉庫(red_ash_fort); 深層炉入口(deep_furnace_outpost); 炉心監視塔(deep_furnace_outpost); 機工整備場(deep_furnace_outpost); 星落ちの観測台(starfall_observatory); 砕けた望遠塔(starfall_observatory); 星屑の実験室(starfall_observatory); ヴァルハラ外郭(valhalla_fortress); 機械兵格納庫(valhalla_fortress); 空塞昇降路(valhalla_fortress),early,0.49/100 trace,low,
wpn_twilight_bow,薄明の弓,R,playable_gear,equipment,薄明の弓の武器,50,NO,NO,NO,NO,YES,NO,NO,薄明の海岸(twilight_port),early,1.4/100 low,low,
wpn_unique_bind,古びた繋ぎ糸,Uni,playable_gear,equipment,古びた繋ぎ糸の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_black_fox,黒狐の短刃,Uni,playable_gear,equipment,黒狐の短刃の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_deep,深層の砲筒,Uni,playable_gear,equipment,深層の砲筒の武器,50,NO,NO,NO,NO,NO,NO,NO,機工整備場(deep_furnace_outpost),late,0.05/100 trace,low,
wpn_unique_echo,残響の古弓,Uni,playable_gear,equipment,残響の古弓の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_lamp,灯火の古杖,Uni,playable_gear,equipment,灯火の古杖の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_mirror,灰鏡の刀,Uni,playable_gear,equipment,灰鏡の刀の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_mist_lantern,霧灯の星杖,Uni,playable_gear,equipment,霧払いの杖が伝承で得るUni杖。,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_old_hammer,古炉の訓練槌,Uni,playable_gear,equipment,カイ伝承の槌。,0,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_old_shield,古王の割盾,Uni,playable_gear,equipment,古王の割盾の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_silence,静寂の聖印,SR,legacy,equipment,静寂の聖印の武器,50,NO,NO,YES,NO,NO,NO,NO,—,none,0/excluded,low,Phase2.1 excluded
wpn_unique_silver,白銀の古槌,Uni,playable_gear,equipment,白銀の古槌の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_star_scar,星痕の古槍,Uni,playable_gear,equipment,星痕の古槍の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_tuner,壊れた調律器,Uni,playable_gear,equipment,壊れた調律器の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_unique_twilight,黄昏の古剣,Uni,playable_gear,equipment,黄昏の古剣の武器,50,NO,NO,NO,NO,NO,NO,NO,—,early,0/none,low,
wpn_valhalla_blade,ヴァルハラ・ブレード,UR,playable_gear,equipment,ヴァルハラ・ブレードの武器,50,NO,NO,NO,NO,YES,YES,YES,ヴァルハラ外郭(valhalla_fortress),raid,0.02/100 trace,high,
wpn_wood_axe,木こりの斧,N,playable_gear,equipment,木こりの斧の武器,50,NO,NO,NO,NO,YES,NO,NO,星原の外れ(start_starfield),early,0.54/100 trace,low,
wpn_zero_shield,統治軍制式大盾・零式,UR,playable_gear,equipment,統治軍制式大盾・零式の武器,50,NO,NO,NO,NO,YES,YES,YES,実験区画(valhalla_fortress),raid,0.09/100 trace,high,
